SSID_MAC주소,지하철역명,지하철호선ID
00:40:5a:af:39:db,신사,1003
02:09:b4:61:3c:2e,신사,1003
00:25:a6:a5:2a:74,계양,1065
04:17:b2:04:46:8c,계양,1065
04:17:b2:04:45:f8,계양,1065
04:17:b2:04:46:84,계양,1065
00:40:5a:c3:a6:7b,계양,1065
06:40:5a:cd:73:92,계양,1065
00:40:5a:c3:d9:73,계양,1065
00:40:5a:c3:d9:72,계양,1065
00:25:a6:a5:1b:c8,계양,1065
00:40:5a:cd:75:09,계양,1065
02:17:b2:02:45:fe,계양,1065
00:40:5a:c4:40:12,계양,1065
06:17:b2:04:48:4e,계양,1065
06:17:b2:04:44:f6,계양,1065
06:17:b2:04:3d:02,계양,1065
06:17:b2:04:45:06,계양,1065
00:25:a6:a5:2c:22,계양,1065
00:25:a6:a5:1b:c9,계양,1065
06:40:5a:cd:75:0a,계양,1065
02:17:b2:02:45:fc,계양,1065
00:27:1c:09:a2:27,계양,1065
00:25:a6:a5:22:3b,계양,1065
00:17:b2:01:a9:18,계양,1065
04:17:b2:04:48:4c,계양,1065
04:17:b2:04:44:f4,계양,1065
04:17:b2:04:3d:00,계양,1065
04:17:b2:04:45:04,계양,1065
00:25:a6:a5:14:98,계양,1065
00:40:5a:cd:74:0d,계양,1065
00:40:5a:cd:73:91,계양,1065
00:40:5a:c3:a6:7a,계양,1065
00:25:a6:a5:14:99,계양,1065
06:40:5a:cd:71:a5,계양,1065
06:40:5a:cd:73:91,계양,1065
00:40:5a:c3:d9:5b,계양,1065
00:40:5a:b7:d5:ca,염창,1009
12:16:1f:03:72:3f,염창,1009
12:16:1f:03:72:3e,염창,1009
12:16:1f:03:35:f3,염창,1009
12:16:1f:03:4e:0b,염창,1009
12:16:1f:03:35:f2,염창,1009
00:40:5a:b7:db:e3,염창,1009
00:16:1f:03:2a:4b,염창,1009
00:16:1f:03:2a:4a,염창,1009
00:40:5a:b7:d5:cb,염창,1009
00:16:1f:03:72:3f,염창,1009
00:16:1f:03:72:3e,염창,1009
00:16:1f:03:35:f3,염창,1009
00:16:1f:03:4e:0b,염창,1009
00:16:1f:03:87:a7,염창,1009
12:16:1f:03:87:a6,염창,1009
02:07:89:10:3e:96,염창,1009
00:40:5a:b7:6b:db,염창,1009
00:40:5a:c7:b2:12,새절,1006
12:16:1f:03:80:03,새절,1006
00:40:5a:c8:2b:c2,새절,1006
00:40:5a:c7:b2:13,새절,1006
00:16:1f:03:80:03,새절,1006
00:25:a6:a4:4f:7d,새절,1006
12:16:1f:03:80:02,새절,1006
00:40:5a:bc:2a:ca,새절,1006
00:40:5a:bc:2a:cb,새절,1006
00:25:a6:a4:4f:7c,새절,1006
12:16:1f:03:83:1f,새절,1006
12:16:1f:03:83:1e,새절,1006
00:16:1f:03:74:4a,새절,1006
02:09:b4:61:43:42,태릉입구,1006
0a:30:0d:83:a4:32,태릉입구,1006
00:09:b4:61:43:42,태릉입구,1006
00:09:b4:61:41:72,태릉입구,1006
00:30:0d:84:4c:d0,태릉입구,1006
12:16:1f:03:bf:f3,한성대입구,1004
00:07:89:14:6d:d5,한성대입구,1004
02:07:89:14:6d:a5,한성대입구,1004
00:40:5a:b0:29:7b,한성대입구,1004
00:16:1f:03:bf:f3,한성대입구,1004
00:16:1f:03:7c:b2,안암,1006
00:40:5a:c3:e4:32,안암,1006
00:40:5a:bb:4d:bb,안암,1006
12:16:1f:03:4b:ca,안암,1006
00:16:1f:03:4b:ca,안암,1006
02:17:b2:02:6c:52,안암,1006
06:17:b2:04:71:2a,안암,1006
06:17:b2:04:71:32,안암,1006
00:07:89:10:47:f3,안암,1006
02:17:b2:02:6c:56,안암,1006
02:17:b2:02:6c:50,안암,1006
04:17:b2:04:71:28,안암,1006
04:17:b2:04:71:30,안암,1006
12:16:1f:03:6e:57,구반포,1009
00:40:5a:c0:41:ab,먹골,1007
00:40:5a:c0:41:aa,먹골,1007
02:09:b4:61:0a:03,태릉입구,1007
00:40:5a:bf:c4:aa,태릉입구,1007
00:09:b4:61:0a:3b,태릉입구,1007
0a:30:0d:84:44:92,태릉입구,1007
00:09:b4:61:09:17,태릉입구,1007
00:09:b4:61:0a:02,태릉입구,1007
00:40:5a:bf:b9:2a,태릉입구,1007
06:30:0d:83:a3:42,태릉입구,1007
06:30:0d:84:44:82,태릉입구,1007
00:40:5a:bf:c4:ab,태릉입구,1007
00:30:0d:84:44:90,태릉입구,1007
02:09:b4:61:0a:3b,태릉입구,1007
02:09:b4:61:08:bf,태릉입구,1007
00:30:0d:83:a3:50,태릉입구,1007
02:09:b4:61:0a:02,태릉입구,1007
00:30:0d:84:6f:d0,태릉입구,1007
00:40:5a:bf:b9:2b,태릉입구,1007
00:30:0d:83:a3:40,태릉입구,1007
00:30:0d:84:44:80,태릉입구,1007
0a:30:0d:84:6f:d2,태릉입구,1007
0a:30:0d:83:a3:52,태릉입구,1007
00:09:b4:61:09:16,태릉입구,1007
00:09:b4:61:08:bf,태릉입구,1007
00:09:b4:61:08:e3,태릉입구,1007
00:40:5a:bc:34:02,태릉입구,1007
02:09:b4:61:09:17,태릉입구,1007
02:09:b4:61:09:16,태릉입구,1007
02:09:b4:61:0a:3a,태릉입구,1007
00:40:5a:bc:34:03,태릉입구,1007
00:30:0d:84:6f:c0,태릉입구,1007
00:09:b4:61:0a:3a,태릉입구,1007
06:30:0d:84:6f:c2,태릉입구,1007
00:40:5a:bf:c4:7a,태릉입구,1007
00:40:5a:bf:c4:7b,태릉입구,1007
00:09:b4:61:0a:03,태릉입구,1007
00:40:5a:bf:af:12,태릉입구,1007
02:09:b4:61:08:e3,태릉입구,1007
00:09:b4:61:08:be,태릉입구,1007
00:40:5a:bf:af:13,태릉입구,1007
02:09:b4:61:08:be,태릉입구,1007
00:09:b4:61:08:e2,태릉입구,1007
02:09:b4:61:1a:7f,태릉입구,1007
00:09:b4:61:1a:7f,태릉입구,1007
0a:30:0d:84:69:32,태릉입구,1007
00:40:5a:bf:b9:5a,태릉입구,1007
00:40:5a:bf:b9:5b,태릉입구,1007
02:09:b4:61:1a:7e,태릉입구,1007
00:30:0d:84:69:30,태릉입구,1007
06:30:0d:84:69:22,태릉입구,1007
00:09:b4:61:1a:7e,태릉입구,1007
00:30:0d:84:69:20,태릉입구,1007
00:40:5a:b7:d6:42,양천향교,1009
00:40:5a:b7:ff:23,양천향교,1009
00:16:1f:03:7f:ff,양천향교,1009
00:16:1f:03:7f:fe,양천향교,1009
00:40:5a:b7:d2:1b,양천향교,1009
00:40:5a:b7:48:bb,양천향교,1009
00:25:a6:a4:e7:c6,양천향교,1009
00:16:1f:03:81:ea,양천향교,1009
00:16:1f:03:7d:cf,양천향교,1009
00:16:1f:03:83:13,양천향교,1009
00:16:1f:03:81:eb,양천향교,1009
00:40:5a:b7:d6:43,양천향교,1009
00:16:1f:03:7d:ce,양천향교,1009
00:40:5a:b7:da:8a,양천향교,1009
12:16:1f:03:71:6a,중곡,1007
00:40:5a:bf:e5:02,중곡,1007
00:25:a6:a4:2f:2e,중곡,1007
00:25:a6:a4:2f:65,중곡,1007
12:16:1f:03:83:53,중곡,1007
12:16:1f:03:6c:c3,중곡,1007
00:40:5a:bf:e3:ea,중곡,1007
00:25:a6:a4:69:1c,중곡,1007
12:16:1f:03:83:52,중곡,1007
00:40:5a:bf:96:a2,중곡,1007
00:40:5a:bf:a5:42,중곡,1007
12:16:1f:03:2e:9a,중곡,1007
00:16:1f:03:71:6a,중곡,1007
00:40:5a:bf:e5:03,중곡,1007
00:25:a6:a4:2f:2f,중곡,1007
00:16:1f:03:83:53,중곡,1007
00:16:1f:03:6c:c3,중곡,1007
00:25:a6:a4:2f:66,중곡,1007
00:40:5a:bf:e3:eb,중곡,1007
00:25:a6:a4:69:1d,중곡,1007
00:40:5a:bb:52:53,도곡,1003
02:07:89:0f:d6:15,도곡,1003
02:07:89:0f:d5:f5,도곡,1003
00:30:0d:7c:65:80,도곡,1003
00:07:89:0f:d6:08,도곡,1003
00:07:89:0f:d6:00,도곡,1003
00:40:5a:bb:87:f2,도곡,1003
00:40:5a:bb:87:f3,도곡,1003
00:07:89:0f:d5:f4,도곡,1003
00:07:89:0f:d5:f5,도곡,1003
02:07:89:0f:d5:f4,도곡,1003
00:40:5a:bb:4b:c3,도곡,1003
22:e3:c7:05:0a:d3,매봉,1003
00:07:89:14:6f:cd,매봉,1003
22:e3:c7:05:0a:d2,매봉,1003
02:07:89:14:6f:cd,매봉,1003
10:e3:c7:05:0a:d2,매봉,1003
00:40:5a:a4:df:42,매봉,1003
02:07:89:14:6f:cc,매봉,1003
00:40:5a:a4:df:43,매봉,1003
12:16:1f:03:a3:f3,매봉,1003
00:16:1f:03:a3:f3,매봉,1003
00:07:89:14:6f:b5,매봉,1003
00:40:5a:a4:d7:22,매봉,1003
02:07:89:14:6f:b5,매봉,1003
00:40:5a:a4:d7:23,매봉,1003
00:07:89:14:6f:cc,매봉,1003
00:07:89:14:6f:e1,매봉,1003
00:16:1f:03:a3:f2,매봉,1003
00:07:89:14:6f:b4,매봉,1003
22:e3:c7:05:1c:1b,매봉,1003
02:07:89:14:6f:e1,매봉,1003
00:07:89:14:6e:ad,매봉,1003
22:e3:c7:05:19:b2,매봉,1003
02:07:89:14:6e:ad,매봉,1003
00:40:5a:a4:d7:13,매봉,1003
00:07:89:10:45:e3,매봉,1003
00:07:89:14:6f:b9,매봉,1003
22:e3:c7:05:19:b3,매봉,1003
00:40:5a:c8:44:e3,야탑,1075
02:07:89:14:61:90,야탑,1075
02:07:89:14:61:6d,야탑,1075
00:40:5a:c8:49:a2,야탑,1075
00:40:5a:c8:49:a3,야탑,1075
00:07:89:14:61:80,야탑,1075
00:40:5a:c8:44:e2,야탑,1075
00:07:89:14:61:90,야탑,1075
12:16:1f:03:7f:77,야탑,1075
02:07:89:14:61:80,야탑,1075
00:16:1f:03:7f:77,야탑,1075
00:07:89:14:61:6c,야탑,1075
00:07:89:14:61:59,야탑,1075
12:16:1f:03:7f:76,야탑,1075
02:07:89:14:61:6c,야탑,1075
00:16:1f:03:7d:33,야탑,1075
00:40:5a:c8:35:0b,야탑,1075
02:07:89:14:61:59,야탑,1075
00:16:1f:03:7f:76,야탑,1075
00:40:5a:c8:35:0a,야탑,1075
00:40:5a:c8:36:0b,야탑,1075
12:16:1f:03:84:76,야탑,1075
12:16:1f:03:74:f2,양재,1077
02:09:b4:61:00:8a,양재,1077
00:16:1f:03:74:f2,양재,1077
12:16:1f:03:5d:8a,양재,1077
02:09:b4:61:00:a2,양재,1077
00:09:b4:61:00:a2,양재,1077
00:09:b4:61:00:8a,양재,1077
02:09:b4:61:00:4f,양재,1077
00:09:b4:61:00:4f,양재,1077
00:40:5a:c8:44:cb,약수,1006
02:07:89:0f:d7:01,약수,1006
02:07:89:0f:d7:00,약수,1006
00:07:89:0f:d7:01,약수,1006
06:30:0d:7d:7f:c1,약수,1006
00:30:0d:7d:7f:c0,약수,1006
00:07:89:0f:d7:08,약수,1006
00:40:5a:c8:4a:82,약수,1006
00:40:5a:c8:4a:83,약수,1006
0a:30:0d:71:c2:91,약수,1006
02:07:89:0f:d7:08,약수,1006
00:30:0d:7d:7f:d0,약수,1006
0a:30:0d:85:21:52,청구,1006
00:07:89:0f:d8:e9,청구,1006
00:07:89:0f:d8:dd,청구,1006
0a:30:0d:85:1a:32,청구,1006
06:30:0d:85:21:42,청구,1006
0a:30:0d:85:16:92,청구,1006
00:30:0d:85:21:50,청구,1006
02:07:89:0f:d8:e9,청구,1006
00:30:0d:85:21:40,청구,1006
02:07:89:0f:d8:dd,청구,1006
02:07:89:0f:d8:c5,청구,1006
00:40:5a:c8:42:93,청구,1006
00:30:0d:85:1a:20,청구,1006
00:07:89:0f:d8:e8,청구,1006
00:40:5a:c8:42:92,청구,1006
00:07:89:0f:d8:e5,청구,1006
06:30:0d:85:1a:22,청구,1006
02:07:89:0f:d8:e5,청구,1006
00:40:5a:c8:58:8b,청구,1006
00:30:0d:85:16:80,청구,1006
00:40:5a:c8:58:8a,청구,1006
00:07:89:0f:d8:e4,청구,1006
00:40:5a:c8:56:12,청구,1006
00:07:89:0f:d8:c5,청구,1006
06:30:0d:83:6c:c2,청구,1006
06:30:0d:85:16:82,청구,1006
0a:30:0d:83:6c:d2,청구,1006
00:40:5a:c8:56:13,청구,1006
02:07:89:0f:d8:e4,청구,1006
00:40:5a:c8:43:7b,청구,1006
00:30:0d:85:16:90,청구,1006
00:30:0d:83:6c:d0,청구,1006
00:30:0d:83:6c:c0,청구,1006
00:40:5a:c8:55:23,청구,1006
00:40:5a:c8:55:22,청구,1006
00:30:0d:85:1a:30,청구,1006
00:07:89:0f:d8:c4,청구,1006
02:07:89:0f:d8:c4,청구,1006
00:40:5a:c8:57:3a,청구,1006
00:40:5a:c8:43:7a,청구,1006
02:07:89:0f:d8:e8,청구,1006
00:40:5a:c8:57:3b,청구,1006
00:30:0d:84:4a:a0,청구,1006
02:17:b2:02:73:62,청구,1006
02:07:89:10:47:5b,청구,1006
02:17:b2:02:73:60,청구,1006
02:07:89:10:4f:f7,명동,1004
04:17:b2:04:94:20,명동,1004
0a:30:0d:74:cc:31,명동,1004
00:07:89:0f:22:27,명동,1004
02:17:b2:02:94:16,명동,1004
00:40:5a:92:b5:7a,명동,1004
06:17:b2:04:9e:16,명동,1004
06:17:b2:04:97:0e,명동,1004
02:07:89:0f:22:27,명동,1004
00:30:0d:74:cc:30,명동,1004
00:40:5a:92:b5:7b,명동,1004
02:07:89:10:45:73,명동,1004
04:17:b2:04:9e:14,명동,1004
00:09:b4:61:4d:ee,고속터미널,1003
00:09:b4:61:54:ba,고속터미널,1003
00:09:b4:61:4e:3a,고속터미널,1003
00:40:5a:b8:09:fb,장지,1008
00:40:5a:b8:08:0b,장지,1008
00:07:89:14:6d:04,장지,1008
12:16:1f:03:83:ee,장지,1008
12:16:1f:03:83:ef,장지,1008
00:16:1f:03:83:ee,장지,1008
12:16:1f:03:83:43,장지,1008
00:07:89:14:6d:15,장지,1008
00:40:5a:bb:3f:fa,장지,1008
00:07:89:14:6d:01,장지,1008
00:40:5a:bb:36:d3,장지,1008
02:07:89:14:6d:15,장지,1008
00:40:5a:bb:3f:fb,장지,1008
02:07:89:14:6d:01,장지,1008
00:16:1f:03:83:ef,장지,1008
02:07:89:0f:d6:b5,수서,1003
0a:30:0d:80:23:71,수서,1003
0a:30:0d:80:50:d1,수서,1003
00:30:0d:80:50:d0,수서,1003
00:40:5a:bb:97:12,수서,1003
00:07:89:0f:d6:b5,수서,1003
00:40:5a:bb:97:13,수서,1003
02:07:89:0f:d6:99,수서,1003
00:07:89:0f:d6:99,수서,1003
0a:30:0d:7f:a9:11,수서,1003
00:30:0d:7f:a9:10,수서,1003
00:30:0d:7f:a9:00,수서,1003
06:17:b2:04:44:1a,일원,1003
00:07:89:14:6f:d1,일원,1003
12:16:1f:03:86:cb,일원,1003
12:16:1f:03:86:ca,일원,1003
00:07:89:14:6f:a9,일원,1003
12:16:1f:03:51:03,일원,1003
02:07:89:14:6f:d1,일원,1003
00:16:1f:03:86:ca,일원,1003
02:07:89:14:6f:a9,일원,1003
00:16:1f:03:51:03,일원,1003
12:16:1f:03:51:02,일원,1003
02:07:89:14:6f:d5,일원,1003
00:40:5a:bb:95:32,일원,1003
00:16:1f:03:51:02,일원,1003
00:40:5a:bb:9e:42,일원,1003
12:16:1f:03:7e:ca,일원,1003
00:40:5a:bb:95:33,일원,1003
02:07:89:14:6f:d4,일원,1003
00:16:1f:03:86:cb,일원,1003
00:07:89:14:6f:d4,일원,1003
00:07:89:14:6f:ed,일원,1003
00:07:89:14:62:21,개포동,1075
00:40:5a:bf:8b:42,개포동,1075
12:16:1f:03:7e:a6,개포동,1075
12:16:1f:03:6c:1a,개포동,1075
00:07:89:14:61:f5,개포동,1075
12:16:1f:03:6c:1b,개포동,1075
00:40:5a:bc:4f:fa,개포동,1075
02:07:89:14:62:21,개포동,1075
00:16:1f:03:80:0f,개포동,1075
00:16:1f:03:7e:a7,개포동,1075
02:07:89:14:61:f5,개포동,1075
00:40:5a:bc:4f:fb,개포동,1075
00:07:89:14:62:1d,개포동,1075
00:40:5a:bf:9c:02,대모산입구,1075
00:40:5a:bf:9c:03,대모산입구,1075
00:07:89:14:62:0d,대모산입구,1075
00:07:89:14:61:71,대모산입구,1075
02:07:89:14:61:71,대모산입구,1075
00:07:89:14:61:49,대모산입구,1075
02:07:89:14:61:49,대모산입구,1075
12:16:1f:03:84:33,대모산입구,1075
00:40:5a:b7:74:33,등촌,1009
00:40:5a:b7:d6:33,등촌,1009
00:16:1f:03:81:cb,등촌,1009
00:16:1f:03:82:c3,등촌,1009
00:40:5a:b7:dc:d2,등촌,1009
00:25:a6:a4:c7:4a,등촌,1009
02:17:b2:02:50:e6,등촌,1009
00:16:1f:03:81:ca,등촌,1009
00:40:5a:b7:dc:d3,등촌,1009
00:40:5a:b7:db:c3,등촌,1009
00:40:5a:b7:db:c2,등촌,1009
00:25:a6:a4:ca:a2,등촌,1009
00:25:a6:a4:c7:4b,등촌,1009
00:40:5a:b7:db:e2,염창,1009
12:16:1f:03:2a:4b,염창,1009
00:30:0d:84:79:b0,동묘앞,1001
00:40:5a:af:22:23,구반포,1009
00:40:5a:af:3b:7a,구반포,1009
12:16:1f:03:6e:56,구반포,1009
00:25:a6:a4:ca:bf,구반포,1009
00:25:a6:a4:e9:be,구반포,1009
00:40:5a:af:23:c2,구반포,1009
00:40:5a:af:3b:7b,구반포,1009
00:25:a6:a4:f4:69,구반포,1009
00:40:5a:af:1f:43,구반포,1009
00:25:a6:a4:e9:bf,구반포,1009
00:25:a6:a4:ca:c0,구반포,1009
00:25:a6:a4:f4:68,구반포,1009
12:16:1f:03:7a:c7,구반포,1009
00:40:5a:af:33:8a,구반포,1009
00:16:1f:03:7a:c7,구반포,1009
00:16:1f:03:7a:c6,구반포,1009
00:40:5a:af:33:8b,구반포,1009
12:16:1f:03:7a:c6,구반포,1009
06:17:b2:04:55:ea,구반포,1009
00:40:5a:b7:da:8b,양천향교,1009
02:17:b2:02:55:8c,양천향교,1009
00:25:a6:a4:e7:c5,양천향교,1009
12:16:1f:03:83:12,양천향교,1009
12:16:1f:03:3d:ae,양천향교,1009
02:17:b2:02:50:f2,양천향교,1009
00:25:a6:a4:dd:89,양천향교,1009
00:16:1f:03:65:ef,암사,1008
00:40:5a:b8:04:ca,암사,1008
00:40:5a:b8:14:bb,암사,1008
12:16:1f:03:70:f6,암사,1008
00:40:5a:cd:6f:91,암사,1008
00:16:1f:03:70:f6,암사,1008
06:40:5a:cd:6f:92,암사,1008
00:40:5a:cd:6f:92,암사,1008
00:07:89:0f:d8:f1,천호,1008
00:40:5a:bb:28:c2,천호,1008
00:40:5a:bb:28:c3,천호,1008
02:07:89:0f:d8:f1,천호,1008
02:07:89:0f:d9:09,천호,1008
00:07:89:0f:d9:09,천호,1008
00:07:89:0f:d9:0d,천호,1008
00:16:1f:03:5f:6b,공릉,1007
00:40:5a:bc:2b:3b,공릉,1007
12:16:1f:03:50:53,경찰병원,1003
00:16:1f:03:2b:b6,경찰병원,1003
02:07:89:14:6f:c1,경찰병원,1003
00:16:1f:03:50:53,경찰병원,1003
12:16:1f:03:6b:e3,경찰병원,1003
12:16:1f:03:50:52,경찰병원,1003
12:16:1f:03:80:cf,경찰병원,1003
12:16:1f:03:5a:47,경찰병원,1003
00:16:1f:03:5a:47,경찰병원,1003
00:16:1f:03:50:52,경찰병원,1003
00:40:5a:bb:c3:c2,경찰병원,1003
00:40:5a:bb:8e:42,경찰병원,1003
00:40:5a:bb:8d:82,경찰병원,1003
12:16:1f:03:5a:46,경찰병원,1003
00:40:5a:bb:8e:43,경찰병원,1003
00:40:5a:bb:8d:83,경찰병원,1003
00:16:1f:03:80:ce,경찰병원,1003
00:40:5a:bb:c3:c3,경찰병원,1003
00:16:1f:03:72:e2,경찰병원,1003
00:07:89:14:6f:40,경찰병원,1003
00:16:1f:03:80:cf,경찰병원,1003
12:16:1f:03:72:e2,경찰병원,1003
00:16:1f:03:6b:e3,경찰병원,1003
12:16:1f:03:4b:a2,경찰병원,1003
02:07:89:14:6f:c0,경찰병원,1003
02:07:89:14:6e:b0,경찰병원,1003
00:07:89:14:6f:c0,경찰병원,1003
00:07:89:14:6e:b4,경찰병원,1003
02:07:89:14:6f:e4,경찰병원,1003
00:07:89:14:6e:70,경찰병원,1003
12:16:1f:03:6d:3e,경찰병원,1003
00:07:89:14:6e:81,경찰병원,1003
00:40:5a:bb:af:32,경찰병원,1003
02:07:89:14:6f:40,경찰병원,1003
00:40:5a:b8:30:43,경찰병원,1003
00:40:5a:bb:ac:a3,경찰병원,1003
00:16:1f:03:6d:3f,경찰병원,1003
00:16:1f:03:4b:a3,경찰병원,1003
00:40:5a:bb:af:33,경찰병원,1003
02:07:89:14:6e:81,경찰병원,1003
00:40:5a:bb:4b:a3,경찰병원,1003
00:40:5a:bb:9c:fa,경찰병원,1003
00:07:89:14:6f:e5,경찰병원,1003
12:16:1f:03:4b:a3,경찰병원,1003
00:40:5a:bb:ac:a2,경찰병원,1003
02:07:89:14:6e:70,경찰병원,1003
00:40:5a:bb:9c:fb,경찰병원,1003
