"환승시작 호선","환승시작역","환승종료 호선","환승종료역","소요시간"
"gyeongui","청량리","gyeongchun","청량리","02:25"
"gyeongui","청량리","1","청량리","02:25"
"gyeongui","청량리","1","청량리","03:43"
"gyeongui","회기","1","회기","02:21"
"gyeongui","회기","1","회기","02:03"
"gyeongui","회기","1","회기","02:03"
"gyeongui","회기","1","회기","02:15"
"gyeongui","회기","gyeongchun","회기","00:08"
"gyeongui","회기","gyeongchun","회기","00:08"
"gyeongui","중랑","gyeongchun","중랑","01:00"
"gyeongui","중랑","gyeongchun","중랑","00:00"
"gyeongui","중랑","gyeongchun","중랑","00:00"
"gyeongui","중랑","gyeongchun","중랑","01:00"
"gyeongui","상봉","7","상봉","10:15"
"gyeongui","상봉","7","상봉","06:56"
"gyeongui","상봉","7","상봉","10:01"
"gyeongui","상봉","7","상봉","06:53"
"gyeongui","상봉","gyeongchun","상봉","03:35"
"gyeongui","상봉","gyeongchun","상봉","03:35"
"gyeongui","상봉","gyeongchun","상봉","03:35"
"gyeongui","상봉","gyeongchun","상봉","03:35"
"gyeongui","상봉","gyeongchun","상봉","03:35"
"gyeongui","망우","gyeongchun","망우","05:07"
"gyeongui","망우","gyeongchun","망우","05:16"
"gyeongui","망우","gyeongchun","망우","03:44"
"gyeongui","망우","gyeongchun","망우","03:44"
"gyeongui","망우","gyeongchun","망우","03:44"
"gyeongui","구리","8","구리","00:43"
"gyeongui","구리","8","구리","00:43"
"gyeongui","구리","8","구리","00:43"
"gyeongui","구리","8","구리","00:43"
"gyeongui","효창공원앞","6","효창공원앞","03:31"
"gyeongui","효창공원앞","6","효창공원앞","06:40"
"gyeongui","효창공원앞","6","효창공원앞","03:31"
"gyeongui","효창공원앞","6","효창공원앞","06:40"
"gyeongui","공덕","5","공덕","06:46"
"gyeongui","공덕","5","공덕","06:47"
"gyeongui","공덕","5","공덕","06:47"
"gyeongui","공덕","5","공덕","06:46"
"gyeongui","공덕","6","공덕","07:03"
"gyeongui","공덕","6","공덕","05:39"
"gyeongui","공덕","6","공덕","05:39"
"gyeongui","공덕","6","공덕","04:11"
"gyeongui","공덕","airport","공덕","05:33"
"gyeongui","공덕","airport","공덕","05:49"
"gyeongui","공덕","airport","공덕","05:48"
"gyeongui","공덕","airport","공덕","07:01"
"gyeongui","홍대입구","2","홍대입구","06:45"
"gyeongui","홍대입구","2","홍대입구","06:48"
"gyeongui","홍대입구","airport","홍대입구","05:42"
"gyeongui","홍대입구","airport","홍대입구","05:07"
"gyeongui","디지털미디어시티","6","디지털미디어시티","02:13"
"gyeongui","디지털미디어시티","6","디지털미디어시티","03:46"
"gyeongui","디지털미디어시티","6","디지털미디어시티","03:20"
"gyeongui","디지털미디어시티","6","디지털미디어시티","02:25"
"gyeongui","디지털미디어시티","airport","디지털미디어시티","11:47"
"gyeongui","디지털미디어시티","airport","디지털미디어시티","10:06"
"gyeongui","디지털미디어시티","airport","디지털미디어시티","16:52"
"gyeongui","디지털미디어시티","airport","디지털미디어시티","15:29"
"gyeongchun","회기","","1016","02:09"
"gyeongchun","회기","1","회기","02:09"
"gyeongchun","회기","1","회기","02:09"
"gyeongchun","회기","","1016","02:09"
"gyeongchun","회기","","1014","00:07"
"gyeongchun","중랑","gyeongui","중랑","07:30"
"gyeongchun","중랑","gyeongui","중랑","07:30"
"gyeongchun","중랑","gyeongui","중랑","07:30"
"gyeongchun","중랑","gyeongui","중랑","07:30"
"gyeongchun","상봉","7","상봉","10:15"
"gyeongchun","상봉","7","상봉","10:01"
"gyeongchun","상봉","7","상봉","07:00"
"gyeongchun","상봉","7","상봉","07:06"
"gyeongchun","상봉","gyeongui","상봉","03:35"
"gyeongchun","상봉","gyeongui","상봉","03:35"
"gyeongchun","상봉","gyeongui","상봉","03:35"
"gyeongchun","상봉","gyeongui","상봉","03:35"
"gyeongchun","상봉","gyeongui","상봉","03:35"
"gyeongchun","망우","gyeongui","망우","05:07"
"gyeongchun","망우","gyeongui","망우","03:44"
"gyeongchun","망우","gyeongui","망우","03:44"
"gyeongchun","망우","gyeongui","망우","03:44"
"gyeongchun","망우","gyeongui","망우","05:16"
"gyeongchun","신내","6","신내","03:45"
"gyeongchun","신내","6","신내","02:34"
"gyeongchun","별내","8","별내","00:43"
"gyeongchun","별내","8","별내","00:43"
"airport","공덕","5","공덕","08:34"
"airport","공덕","5","공덕","07:38"
"airport","공덕","5","공덕","07:38"
"airport","공덕","5","공덕","08:34"
"airport","공덕","6","공덕","04:09"
"airport","공덕","6","공덕","05:04"
"airport","공덕","6","공덕","05:44"
"airport","공덕","6","공덕","07:16"
"airport","공덕","gyeongui","공덕","05:33"
"airport","공덕","gyeongui","공덕","07:01"
"airport","공덕","gyeongui","공덕","05:49"
"airport","공덕","gyeongui","공덕","05:48"
"airport","홍대입구","2","홍대입구","11:46"
"airport","홍대입구","2","홍대입구","10:57"
"airport","홍대입구","2","홍대입구","08:31"
"airport","홍대입구","2","홍대입구","08:28"
"airport","홍대입구","gyeongui","홍대입구","05:42"
"airport","홍대입구","gyeongui","홍대입구","05:07"
"airport","디지털미디어시티","6","디지털미디어시티","11:50"
"airport","디지털미디어시티","6","디지털미디어시티","07:20"
"airport","디지털미디어시티","6","디지털미디어시티","07:19"
"airport","디지털미디어시티","6","디지털미디어시티","06:44"
"airport","디지털미디어시티","gyeongui","디지털미디어시티","10:06"
"airport","디지털미디어시티","gyeongui","디지털미디어시티","16:52"
"airport","디지털미디어시티","gyeongui","디지털미디어시티","11:47"
"airport","디지털미디어시티","gyeongui","디지털미디어시티","15:29"
"airport","마곡나루","9","마곡나루","06:51"
"airport","마곡나루","9","마곡나루","06:56"
"airport","마곡나루","9","마곡나루","05:57"
"airport","마곡나루","9","마곡나루","05:48"
"airport","김포공항","5","김포공항","05:28"
"airport","김포공항","5","김포공항","05:35"
"airport","김포공항","5","김포공항","03:59"
"airport","김포공항","5","김포공항","03:56"
"airport","김포공항","9","김포공항","00:05"
"airport","김포공항","9","김포공항","00:51"
"airport","김포공항","9","김포공항","00:49"
"airport","김포공항","9","김포공항","00:05"
"airport","김포공항","","4928","06:42"
"airport","김포공항","","4928","07:31"
"airport","김포공항","seohae","김포공항","00:05"
"airport","김포공항","","104C","00:05"
"airport","김포공항","","104C","00:05"
"airport","김포공항","seohae","김포공항","00:05"
"airport","계양","incheon","계양","02:20"
"airport","계양","incheon","계양","02:19"
"airport","계양","incheon","계양","02:19"
"airport","계양","incheon","계양","02:20"
"airport","검암","incheon2","검암","07:29"
"airport","검암","incheon2","검암","07:38"
"airport","검암","incheon2","검암","07:19"
"airport","검암","incheon2","검암","08:29"
"seohae","김포공항","5","김포공항","03:07"
"seohae","김포공항","5","김포공항","03:07"
"seohae","김포공항","5","김포공항","03:07"
"seohae","김포공항","5","김포공항","03:07"
"seohae","김포공항","9","김포공항","03:07"
"seohae","김포공항","9","김포공항","03:07"
"seohae","김포공항","9","김포공항","03:07"
"seohae","김포공항","9","김포공항","03:07"
"seohae","김포공항","airport","김포공항","03:07"
"seohae","김포공항","airport","김포공항","03:07"
"seohae","김포공항","airport","김포공항","03:07"
"seohae","김포공항","airport","김포공항","03:07"
"seohae","김포공항","","4928","03:07"
"seohae","김포공항","","4928","03:07"
"seohae","부천종합운동장","7","부천종합운동장","03:33"
"seohae","부천종합운동장","7","부천종합운동장","03:33"
"seohae","부천종합운동장","7","부천종합운동장","03:33"
"seohae","부천종합운동장","7","부천종합운동장","03:33"
"seohae","초지","4","초지","07:20"
"seohae","초지","4","초지","07:18"
"seohae","초지","4","초지","07:31"
"seohae","초지","4","초지","07:39"
"seohae","초지","bundang","초지","07:39"
"seohae","초지","bundang","초지","07:39"
"seohae","초지","bundang","초지","07:20"
"seohae","초지","bundang","초지","08:45"
"bundang","선릉","2","선릉","02:08"
"bundang","선릉","2","선릉","02:02"
"bundang","선릉","2","선릉","02:06"
"bundang","선릉","2","선릉","02:10"
"bundang","도곡","3","도곡","01:52"
"bundang","도곡","3","도곡","01:52"
"bundang","도곡","3","도곡","02:17"
"bundang","도곡","3","도곡","01:53"
"bundang","수서","3","수서","02:20"
"bundang","수서","3","수서","02:34"
"bundang","수서","3","수서","02:34"
"bundang","수서","3","수서","02:20"
"bundang","복정","8","복정","00:30"
"bundang","복정","8","복정","00:40"
"bundang","복정","8","복정","00:40"
"bundang","복정","8","복정","00:30"
"bundang","오이도","","1761","01:43"
"bundang","오이도","","1761","00:30"
"bundang","오이도","","1761","00:30"
"bundang","한대앞","4","한대앞","00:57"
"bundang","한대앞","4","한대앞","00:30"
"bundang","한대앞","4","한대앞","00:30"
"bundang","한대앞","4","한대앞","00:57"
"bundang","한대앞","4","한대앞","00:30"
"bundang","중앙","4","중앙","01:40"
"bundang","중앙","4","중앙","01:40"
"bundang","중앙","4","중앙","00:30"
"bundang","중앙","4","중앙","00:30"
"bundang","중앙","4","중앙","00:30"
"bundang","고잔","4","고잔","00:30"
"bundang","고잔","4","고잔","00:30"
"bundang","고잔","4","고잔","00:30"
"bundang","고잔","4","고잔","00:30"
"bundang","고잔","4","고잔","01:54"
"bundang","고잔","4","고잔","01:54"
"bundang","초지","seohae","초지","07:39"
"bundang","초지","seohae","초지","07:39"
"bundang","초지","seohae","초지","07:20"
"bundang","초지","seohae","초지","08:45"
"bundang","안산","4","안산","01:41"
"bundang","안산","4","안산","00:30"
"bundang","안산","4","안산","00:30"
"bundang","안산","4","안산","00:30"
"bundang","안산","4","안산","00:30"
"bundang","안산","4","안산","01:41"
"bundang","신길온천","4","신길온천","00:30"
"bundang","신길온천","4","신길온천","00:30"
"bundang","신길온천","4","신길온천","00:30"
"bundang","신길온천","4","신길온천","01:42"
"bundang","신길온천","4","신길온천","01:42"
"bundang","신길온천","4","신길온천","00:30"
"bundang","정왕","4","정왕","00:30"
"bundang","정왕","4","정왕","00:30"
"bundang","정왕","4","정왕","02:12"
"bundang","정왕","4","정왕","02:12"
"bundang","정왕","4","정왕","00:30"
"bundang","수원","1","수원","04:02"
"bundang","수원","1","수원","04:12"
"bundang","수원","1","수원","05:09"
"bundang","수원","1","수원","05:38"
"bundang","강남구청","7","강남구청","03:34"
"bundang","강남구청","7","강남구청","03:32"
"bundang","강남구청","7","강남구청","03:36"
"bundang","강남구청","7","강남구청","03:40"
"bundang","선정릉","9","선정릉","02:39"
"bundang","선정릉","9","선정릉","02:26"
"bundang","선정릉","9","선정릉","02:39"
"bundang","선정릉","9","선정릉","02:26"
"bundang","모란","8","모란","02:23"
"bundang","모란","8","모란","03:43"
"bundang","정자","sinbundang","정자","04:08"
"bundang","정자","sinbundang","정자","02:35"
"bundang","정자","sinbundang","정자","02:20"
"bundang","정자","sinbundang","정자","03:56"
"bundang","미금","sinbundang","미금","03:42"
"bundang","미금","sinbundang","미금","05:43"
"bundang","미금","sinbundang","미금","03:52"
"bundang","미금","sinbundang","미금","05:21"
"bundang","이매","","1503","02:05"
"bundang","이매","","1501","02:04"
"bundang","이매","","1503","02:28"
"bundang","이매","","1501","01:52"
"bundang","기흥","","4502","07:00"
"bundang","기흥","","4502","07:00"
"bundang","원인재","incheon","원인재","05:30"
"bundang","원인재","incheon","원인재","05:07"
"bundang","원인재","incheon","원인재","05:07"
"bundang","원인재","incheon","원인재","05:30"
"sinbundang","강남","2","강남","05:52"
"sinbundang","강남","2","강남","05:05"
"sinbundang","양재","3","양재","03:20"
"sinbundang","양재","3","양재","03:46"
"sinbundang","양재","3","양재","03:46"
"sinbundang","양재","3","양재","04:16"
"sinbundang","판교","","1502","02:01"
"sinbundang","판교","","1502","00:58"
"sinbundang","정자","bundang","정자","04:08"
"sinbundang","정자","bundang","정자","03:56"
"sinbundang","정자","bundang","정자","02:35"
"sinbundang","정자","bundang","정자","02:20"
"sinbundang","미금","bundang","미금","03:42"
"sinbundang","미금","bundang","미금","05:43"
"sinbundang","미금","bundang","미금","05:21"
"sinbundang","미금","bundang","미금","03:52"
"incheon2","검암","airport","검암","07:29"
"incheon2","검암","airport","검암","07:19"
"incheon2","검암","airport","검암","08:29"
"incheon2","검암","airport","검암","07:38"
"incheon2","석남","7","석남","05:45"
"incheon2","석남","7","석남","05:26"
"incheon2","주안","1","주안","03:51"
"incheon2","주안","1","주안","04:11"
"incheon2","주안","1","주안","04:06"
"incheon2","주안","1","주안","03:45"
"incheon2","인천시청","incheon","인천시청","04:06"
"incheon2","인천시청","incheon","인천시청","04:17"
"incheon2","인천시청","incheon","인천시청","04:00"
"incheon2","인천시청","incheon","인천시청","04:14"
"incheon","부평구청","7","부평구청","02:23"
"incheon","부평구청","7","부평구청","02:17"
"incheon","부평구청","7","부평구청","01:58"
"incheon","부평구청","7","부평구청","02:16"
"incheon","부평","1","부평","07:20"
"incheon","부평","1","부평","07:22"
"incheon","부평","1","부평","07:17"
"incheon","부평","1","부평","07:20"
"incheon","인천시청","incheon2","인천시청","04:17"
"incheon","인천시청","incheon2","인천시청","04:14"
"incheon","인천시청","incheon2","인천시청","04:06"
"incheon","인천시청","incheon2","인천시청","04:00"
"incheon","원인재","bundang","원인재","05:30"
"incheon","원인재","bundang","원인재","05:30"
"incheon","원인재","bundang","원인재","05:07"
"incheon","원인재","bundang","원인재","05:07"
