﻿SSID_MAC주소,SSID등록통신사,지하철역ID,지하철역명,지하철호선ID,WIFI신호세기
﻿12:16:1f:03:61:3f,﻿T wifi zone_secure,﻿1006000643,﻿돌곶이,﻿1006,﻿-73
﻿12:16:1f:03:43:8b,﻿T wifi zone_secure,﻿1006000643,﻿돌곶이,﻿1006,﻿-83
﻿00:40:5a:bf:c7:b2,﻿U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-81
﻿12:16:1f:03:43:8a,﻿T wifi zone_secure,﻿1006000643,﻿돌곶이,﻿1006,﻿-87
﻿00:25:a6:a5:16:78,﻿ollehWiFi,﻿1006000643,﻿돌곶이,﻿1006,﻿-80
﻿00:16:1f:03:7a:f6,﻿T wifi zone_1,﻿1006000643,﻿돌곶이,﻿1006,﻿-60
﻿00:16:1f:03:7a:f7,﻿T wifi zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-56
﻿00:25:a6:a5:0a:3a,﻿ollehWiFi,﻿1006000643,﻿돌곶이,﻿1006,﻿-61
﻿00:40:5a:bf:b0:fb,﻿FREE_U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-42
﻿00:16:1f:03:43:8a,﻿T wifi zone_1,﻿1006000643,﻿돌곶이,﻿1006,﻿-87
﻿00:25:a6:a5:16:79,﻿ollehWiFi,﻿1006000643,﻿돌곶이,﻿1006,﻿-80
﻿00:40:5a:bf:c7:b3,﻿FREE_U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-78
﻿00:40:5a:bf:c7:83,﻿FREE_U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-90
﻿00:25:a6:a5:0e:f8,﻿ollehWiFi,﻿1006000643,﻿돌곶이,﻿1006,﻿-80
﻿00:16:1f:03:61:3f,﻿T wifi zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-72
﻿00:40:5a:bc:2b:e3,﻿FREE_U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-78
﻿00:16:1f:03:43:8b,﻿T wifi zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-84
﻿00:40:5a:bf:b3:aa,﻿U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-72
﻿00:40:5a:bf:b3:ab,﻿FREE_U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-72
﻿00:40:5a:bc:2b:e2,﻿U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-48
﻿00:25:a6:a5:0c:ec,﻿ollehWiFi,﻿1006000643,﻿돌곶이,﻿1006,﻿-77
﻿00:40:5a:bf:c7:82,﻿U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-66
﻿00:25:a6:a5:0c:eb,﻿ollehWiFi,﻿1006000643,﻿돌곶이,﻿1006,﻿-77
﻿12:16:1f:03:63:e3,﻿T wifi zone_secure,﻿1006000643,﻿돌곶이,﻿1006,﻿-88
﻿00:16:1f:03:63:e2,﻿T wifi zone_1,﻿1006000643,﻿돌곶이,﻿1006,﻿-84
﻿12:16:1f:03:63:e2,﻿T wifi zone_secure,﻿1006000643,﻿돌곶이,﻿1006,﻿-87
﻿00:40:5a:bf:b2:a3,﻿FREE_U+zone,﻿1006000643,﻿돌곶이,﻿1006,﻿-75
﻿00:40:5a:bf:ab:aa,﻿U+zone,﻿1006000644,﻿석계,﻿1006,﻿-87
﻿0a:30:0d:7e:b4:31,﻿T wifi zone_secure,﻿1006000644,﻿석계,﻿1006,﻿-79
﻿0a:30:0d:7e:b1:b1,﻿T wifi zone_secure,﻿1006000644,﻿석계,﻿1006,﻿-47
﻿00:40:5a:bf:92:a2,﻿U+zone,﻿1006000644,﻿석계,﻿1006,﻿-45
﻿00:40:5a:bf:ac:1a,﻿U+zone,﻿1006000644,﻿석계,﻿1006,﻿-72
﻿00:40:5a:bf:ab:ab,﻿FREE_U+zone,﻿1006000644,﻿석계,﻿1006,﻿-87
﻿00:30:0d:7e:b4:30,﻿T wifi zone,﻿1006000644,﻿석계,﻿1006,﻿-79
﻿00:40:5a:bf:ac:1b,﻿FREE_U+zone,﻿1006000644,﻿석계,﻿1006,﻿-66
﻿00:30:0d:7e:b1:b0,﻿T wifi zone,﻿1006000644,﻿석계,﻿1006,﻿-47
﻿06:30:0d:7e:b1:a1,﻿T wifi zone_secure,﻿1006000644,﻿석계,﻿1006,﻿-42
﻿06:30:0d:7e:b4:21,﻿T wifi zone_secure,﻿1006000644,﻿석계,﻿1006,﻿-81
﻿00:40:5a:bf:92:a3,﻿FREE_U+zone,﻿1006000644,﻿석계,﻿1006,﻿-45
﻿00:30:0d:7e:b4:20,﻿T wifi zone_1,﻿1006000644,﻿석계,﻿1006,﻿-81
﻿00:30:0d:7e:b1:a0,﻿T wifi zone_1,﻿1006000644,﻿석계,﻿1006,﻿-39
﻿00:07:89:14:47:f1,﻿ollehWiFi,﻿1006000644,﻿석계,﻿1006,﻿-78
﻿02:07:89:14:47:f1,﻿ollehWiFi,﻿1006000644,﻿석계,﻿1006,﻿-79
﻿00:07:89:14:47:f0,﻿ollehWiFi,﻿1006000644,﻿석계,﻿1006,﻿-81
﻿00:30:0d:7f:39:60,﻿T wifi zone_1,﻿1006000644,﻿석계,﻿1006,﻿-87
﻿0a:30:0d:7f:39:71,﻿T wifi zone_secure,﻿1006000644,﻿석계,﻿1006,﻿-86
﻿00:30:0d:7f:39:70,﻿T wifi zone,﻿1006000644,﻿석계,﻿1006,﻿-86
﻿00:40:5a:bf:92:cb,﻿FREE_U+zone,﻿1006000644,﻿석계,﻿1006,﻿-87
﻿02:07:89:0f:da:11,﻿ollehWiFi,﻿1006000628,﻿삼각지,﻿1006,﻿-71
﻿00:30:0d:84:d8:20,﻿T wifi zone_1,﻿1006000628,﻿삼각지,﻿1006,﻿-48
﻿00:40:5a:c0:3f:b3,﻿FREE_U+zone,﻿1005000544,﻿군자,﻿1005,﻿-62
﻿02:07:89:14:6b:e4,﻿ollehWiFi,﻿1003000313,﻿마두,﻿1003,﻿-85
﻿00:07:89:14:6b:a8,﻿ollehWiFi,﻿1003000313,﻿마두,﻿1003,﻿-83
﻿00:07:89:14:6c:29,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-88
﻿00:07:89:14:6b:ed,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-76
﻿02:07:89:14:6b:ed,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-77
﻿00:07:89:14:6c:01,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-72
﻿02:07:89:14:6c:01,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-73
﻿02:07:89:14:6c:11,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-55
﻿00:07:89:14:6b:ec,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-81
﻿00:07:89:14:6c:11,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-55
﻿02:07:89:14:6c:00,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-74
﻿02:07:89:14:6b:ec,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-81
﻿00:30:0d:61:1b:ac,﻿T wifi zone,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿00:07:89:14:6c:00,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-74
﻿00:07:89:14:6c:10,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-67
﻿00:40:5a:b7:fd:8b,﻿FREE_U+zone,﻿1003000314,﻿백석,﻿1003,﻿-65
﻿02:07:89:14:6c:10,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-68
﻿00:40:5a:b7:fd:8a,﻿U+zone,﻿1003000314,﻿백석,﻿1003,﻿-68
﻿00:40:5a:b8:6a:da,﻿U+zone,﻿1003000314,﻿백석,﻿1003,﻿-80
﻿00:40:5a:b8:1b:2a,﻿U+zone,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿02:07:89:14:6c:29,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-82
﻿00:40:5a:b8:1b:2b,﻿FREE_U+zone,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿00:16:1f:03:8a:e2,﻿T wifi zone_1,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿12:16:1f:03:8a:e2,﻿T wifi zone_secure,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿06:30:0d:61:1b:ac,﻿T wifi zone_secure,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿00:40:5a:b8:6a:db,﻿FREE_U+zone,﻿1003000314,﻿백석,﻿1003,﻿-71
﻿02:17:b2:02:62:66,﻿T wifi zone_secure,﻿1003000314,﻿백석,﻿1003,﻿-75
﻿02:17:b2:02:62:64,﻿T wifi zone_1,﻿1003000314,﻿백석,﻿1003,﻿-69
﻿00:07:89:14:6c:28,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-89
﻿02:07:89:14:6c:28,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-87
﻿00:40:5a:b8:47:da,﻿U+zone,﻿1003000314,﻿백석,﻿1003,﻿-90
﻿00:40:5a:b8:47:db,﻿FREE_U+zone,﻿1003000314,﻿백석,﻿1003,﻿-90
﻿00:07:89:10:47:43,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-72
﻿00:07:89:10:49:60,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-85
﻿02:07:89:10:47:43,﻿ollehWiFi,﻿1003000314,﻿백석,﻿1003,﻿-72
﻿12:16:1f:03:8a:e3,﻿T wifi zone_secure,﻿1003000314,﻿백석,﻿1003,﻿-86
﻿00:30:0D:76:43:40,﻿T wifi zone,﻿1005000548,﻿강동,﻿1005,﻿
﻿00:30:0D:73:2C:C0,﻿T wifi zone,﻿1005000548,﻿강동,﻿1005,﻿
﻿00:30:0D:61:2F:CE,﻿T wifi zone,﻿1005000549,﻿길동,﻿1005,﻿
﻿00:30:0D:61:1C:7A,﻿T wifi zone,﻿1005000549,﻿길동,﻿1005,﻿
﻿00:30:0D:60:F2:86,﻿T wifi zone,﻿1005000549,﻿길동,﻿1005,﻿
﻿00:30:0D:61:21:7C,﻿T wifi zone,﻿1005000549,﻿길동,﻿1005,﻿
﻿00:30:0D:61:1F:28,﻿T wifi zone,﻿1005000549,﻿길동,﻿1005,﻿
﻿00:30:0D:63:5D:90,﻿T wifi zone,﻿1005000549,﻿길동,﻿1005,﻿
﻿00:30:0D:61:21:8A,﻿T wifi zone,﻿1005000550,﻿굽은다리,﻿1005,﻿
﻿00:30:0D:61:25:C8,﻿T wifi zone,﻿1005000550,﻿굽은다리,﻿1005,﻿
﻿00:30:0D:62:29:54,﻿T wifi zone,﻿1005000550,﻿굽은다리,﻿1005,﻿
﻿00:30:0D:61:1D:60,﻿T wifi zone,﻿1005000550,﻿굽은다리,﻿1005,﻿
﻿00:30:0D:60:F5:90,﻿T wifi zone,﻿1005000550,﻿굽은다리,﻿1005,﻿
﻿00:30:0D:61:3A:A2,﻿T wifi zone,﻿1005000550,﻿굽은다리,﻿1005,﻿
﻿00:30:0D:60:F3:F6,﻿T wifi zone,﻿1005000551,﻿명일,﻿1005,﻿
﻿00:30:0D:61:03:C8,﻿T wifi zone,﻿1005000551,﻿명일,﻿1005,﻿
﻿00:30:0D:61:0E:72,﻿T wifi zone,﻿1005000551,﻿명일,﻿1005,﻿
﻿00:30:0D:61:39:98,﻿T wifi zone,﻿1005000551,﻿명일,﻿1005,﻿
﻿00:30:0D:61:1D:62,﻿T wifi zone,﻿1005000551,﻿명일,﻿1005,﻿
﻿00:30:0D:61:0E:76,﻿T wifi zone,﻿1005000551,﻿명일,﻿1005,﻿
﻿00:30:0D:5D:CD:D2,﻿T wifi zone,﻿1005000552,﻿고덕,﻿1005,﻿
﻿00:30:0D:5D:EA:6A,﻿T wifi zone,﻿1005000552,﻿고덕,﻿1005,﻿
﻿00:30:0D:5D:EF:A4,﻿T wifi zone,﻿1005000552,﻿고덕,﻿1005,﻿
﻿00:30:0D:5D:E9:24,﻿T wifi zone,﻿1005000552,﻿고덕,﻿1005,﻿
﻿00:30:0D:5D:CF:18,﻿T wifi zone,﻿1005000552,﻿고덕,﻿1005,﻿
﻿00:30:0D:5D:EF:D2,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:D7:76,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:F0:74,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:EF:B8,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:D0:E8,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:F0:7E,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:D0:EE,﻿T wifi zone,﻿1005000553,﻿상일동,﻿1005,﻿
﻿00:30:0D:5D:CF:D0,﻿T wifi zone,﻿1005080549,﻿둔촌동,﻿1005,﻿
﻿00:30:0D:5D:D0:E2,﻿T wifi zone,﻿1005080549,﻿둔촌동,﻿1005,﻿
﻿00:30:0D:5D:EA:6E,﻿T wifi zone,﻿1005080549,﻿둔촌동,﻿1005,﻿
﻿00:30:0D:5D:D7:6A,﻿T wifi zone,﻿1005080549,﻿둔촌동,﻿1005,﻿
﻿00:30:0D:5D:D7:6E,﻿T wifi zone,﻿1005080549,﻿둔촌동,﻿1005,﻿
﻿00:30:0D:5D:D7:7E,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D7:8A,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D7:94,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D7:92,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D7:96,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D8:66,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D1:0A,﻿T wifi zone,﻿1005080550,﻿올림픽공원,﻿1005,﻿
﻿00:30:0D:5D:D7:8C,﻿T wifi zone,﻿1005080551,﻿방이,﻿1005,﻿
﻿00:30:0D:5D:EA:7A,﻿T wifi zone,﻿1005080551,﻿방이,﻿1005,﻿
﻿00:16:1F:03:19:9E,﻿T wifi zone,﻿1005080551,﻿방이,﻿1005,﻿
﻿00:30:0D:5D:EF:C0,﻿T wifi zone,﻿1005080551,﻿방이,﻿1005,﻿
﻿00:30:0D:5D:EA:8E,﻿T wifi zone,﻿1005080551,﻿방이,﻿1005,﻿
﻿00:30:0D:7E:2C:A0,﻿T wifi zone,﻿1005080552,﻿오금,﻿1005,﻿
﻿00:30:0D:7D:B0:A0,﻿T wifi zone,﻿1005080552,﻿오금,﻿1005,﻿
﻿00:30:0D:7E:46:20,﻿T wifi zone,﻿1005080552,﻿오금,﻿1005,﻿
﻿00:30:0D:7E:1C:E0,﻿T wifi zone,﻿1005080552,﻿오금,﻿1005,﻿
﻿00:30:0D:7D:91:00,﻿T wifi zone,﻿1005080552,﻿오금,﻿1005,﻿
﻿00:30:0D:7E:21:00,﻿T wifi zone,﻿1005080552,﻿오금,﻿1005,﻿
﻿00:30:0D:61:25:54,﻿T wifi zone,﻿1005080553,﻿개롱,﻿1005,﻿
﻿00:30:0D:61:25:60,﻿T wifi zone,﻿1005080553,﻿개롱,﻿1005,﻿
﻿00:30:0D:61:29:C6,﻿T wifi zone,﻿1005080553,﻿개롱,﻿1005,﻿
﻿00:30:0D:61:29:C8,﻿T wifi zone,﻿1005080553,﻿개롱,﻿1005,﻿
﻿00:30:0D:61:1D:08,﻿T wifi zone,﻿1005080553,﻿개롱,﻿1005,﻿
﻿00:30:0D:61:1D:0C,﻿T wifi zone,﻿1005080553,﻿개롱,﻿1005,﻿
﻿00:30:0D:5D:DA:92,﻿T wifi zone,﻿1005080554,﻿거여,﻿1005,﻿
﻿00:30:0D:5D:DB:7E,﻿T wifi zone,﻿1005080554,﻿거여,﻿1005,﻿
﻿00:30:0D:5D:D1:FA,﻿T wifi zone,﻿1005080554,﻿거여,﻿1005,﻿
﻿00:30:0D:5D:DB:78,﻿T wifi zone,﻿1005080554,﻿거여,﻿1005,﻿
﻿00:30:0D:5D:D1:0E,﻿T wifi zone,﻿1005080554,﻿거여,﻿1005,﻿
﻿00:30:0D:5D:DB:72,﻿T wifi zone,﻿1005080554,﻿거여,﻿1005,﻿
﻿00:30:0D:61:3C:8A,﻿T wifi zone,﻿1005080555,﻿마천,﻿1005,﻿
﻿00:30:0D:61:21:3A,﻿T wifi zone,﻿1005080555,﻿마천,﻿1005,﻿
﻿00:30:0D:62:2D:4E,﻿T wifi zone,﻿1005080555,﻿마천,﻿1005,﻿
﻿00:30:0D:61:20:8C,﻿T wifi zone,﻿1005080555,﻿마천,﻿1005,﻿
﻿00:30:0D:61:18:DA,﻿T wifi zone,﻿1005080555,﻿마천,﻿1005,﻿
﻿00:30:0D:61:24:DA,﻿T wifi zone,﻿1005080555,﻿마천,﻿1005,﻿
﻿00:30:0D:80:33:30,﻿T wifi zone,﻿1005000512,﻿김포공항,﻿1005,﻿
﻿00:30:0D:80:33:50,﻿T wifi zone,﻿1005000512,﻿김포공항,﻿1005,﻿
﻿00:30:0D:7B:E5:B0,﻿T wifi zone,﻿1005000512,﻿김포공항,﻿1005,﻿
﻿00:30:0D:7D:16:F0,﻿T wifi zone,﻿1005000512,﻿김포공항,﻿1005,﻿
﻿00:30:0D:7E:B1:10,﻿T wifi zone,﻿1005000512,﻿김포공항,﻿1005,﻿
﻿00:40:5a:a8:5e:13,﻿FREE_U+zone,﻿1002000222,﻿강남,﻿1002,﻿-84
﻿00:30:0d:74:d9:d0,﻿T wifi zone,﻿1002000222,﻿강남,﻿1002,﻿-90
﻿02:07:89:0f:1f:db,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-90
﻿02:07:89:0f:20:03,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-91
﻿02:07:89:0f:1f:eb,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-92
﻿00:40:5a:a8:51:83,﻿FREE_U+zone,﻿1002000222,﻿강남,﻿1002,﻿-103
﻿00:40:5a:a8:84:7a,﻿U+zone,﻿1002000222,﻿강남,﻿1002,﻿-61
﻿00:07:89:0f:1f:da,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-77
﻿00:07:89:0f:1f:c3,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-84
﻿00:07:89:0f:1f:eb,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-85
﻿00:07:89:0f:1f:f3,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-93
﻿00:40:5a:a8:51:82,﻿U+zone,﻿1002000222,﻿강남,﻿1002,﻿-97
﻿02:07:89:0f:1f:c3,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-82
﻿02:07:89:0f:1f:da,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-78
﻿02:07:89:0f:21:aa,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-84
﻿10:e3:c7:04:1f:7f,﻿T wifi zone,﻿1002000222,﻿강남,﻿1002,﻿-93
﻿00:40:5a:a8:86:1b,﻿FREE_U+zone,﻿1002000222,﻿강남,﻿1002,﻿-100
﻿00:07:89:0f:1f:f2,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-90
﻿00:40:5a:bf:9b:8b,﻿FREE_U+zone,﻿1002000222,﻿강남,﻿1002,﻿-66
﻿00:07:89:0f:1f:e3,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-85
﻿02:07:89:0f:1f:f3,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-86
﻿02:07:89:0f:1f:e3,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-89
﻿00:07:89:0f:20:02,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-78
﻿00:07:89:0f:1f:f7,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-96
﻿12:e3:c7:04:1f:7f,﻿T wifi zone_secure,﻿1002000222,﻿강남,﻿1002,﻿-93
﻿00:40:5a:a8:3d:5b,﻿FREE_U+zone,﻿1002000222,﻿강남,﻿1002,﻿-62
﻿02:07:89:0f:20:02,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-81
﻿02:07:89:0f:1f:f2,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-88
﻿0a:0e:47:01:40:72,﻿U+zone,﻿1002000222,﻿강남,﻿1002,﻿-95
﻿02:07:89:0f:1f:f7,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-90
﻿00:07:89:0f:1f:c2,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-75
﻿00:40:5a:a8:86:1a,﻿U+zone,﻿1002000222,﻿강남,﻿1002,﻿-83
﻿00:07:89:0f:1f:e2,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-85
﻿00:40:5a:a4:b4:d2,﻿U+zone,﻿1002000222,﻿강남,﻿1002,﻿-95
﻿00:40:5a:a8:68:f3,﻿FREE_U+zone,﻿1002000222,﻿강남,﻿1002,﻿-82
﻿02:07:89:0f:1f:e2,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-85
﻿00:40:5a:a8:68:f2,﻿U+zone,﻿1002000222,﻿강남,﻿1002,﻿-72
﻿00:07:89:0f:1f:f6,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-84
﻿02:07:89:0f:1f:c2,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-66
﻿02:07:89:0f:1f:f6,﻿ollehWiFi,﻿1002000222,﻿강남,﻿1002,﻿-84
﻿00:17:b2:01:ab:58,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿-58
﻿00:40:5a:c3:96:52,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-48
﻿00:40:5a:c4:30:42,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-55
﻿00:17:b2:01:a8:fa,﻿T wifi zone_secure,﻿1002000214,﻿강변,﻿1002,﻿-60
﻿00:40:5a:c3:b6:4a,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-62
﻿00:40:5a:c4:1f:52,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-65
﻿00:17:b2:01:ab:5a,﻿T wifi zone_secure,﻿1002000214,﻿강변,﻿1002,﻿-66
﻿00:25:a6:a5:94:27,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-71
﻿00:40:5a:c3:fb:f2,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-74
﻿00:40:5a:c3:fa:ea,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-75
﻿00:17:b2:01:ac:12,﻿T wifi zone_secure,﻿1002000214,﻿강변,﻿1002,﻿-80
﻿00:17:b2:01:ab:8a,﻿T wifi zone_secure,﻿1002000214,﻿강변,﻿1002,﻿-81
﻿00:40:5a:c3:ca:8a,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-83
﻿00:40:5a:c3:96:53,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-46
﻿00:40:5a:c4:30:43,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-56
﻿00:25:a6:a5:5d:dc,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-60
﻿00:40:5a:c3:b6:4b,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-60
﻿00:17:b2:01:a8:f8,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿-62
﻿00:40:5a:c4:1f:53,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-66
﻿00:25:a6:a5:85:5f,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-70
﻿00:40:5a:c3:fb:f3,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-74
﻿00:17:b2:01:ab:88,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿-79
﻿00:40:5a:c3:ca:8b,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-80
﻿00:17:b2:01:ac:10,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿-83
﻿00:25:a6:a5:5d:db,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-61
﻿00:17:b2:01:ac:0a,﻿T wifi zone_secure,﻿1002000214,﻿강변,﻿1002,﻿-84
﻿06:90:a2:6b:de:12,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-88
﻿00:25:a6:a5:85:14,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-60
﻿00:40:5a:c3:fa:eb,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-68
﻿00:17:b2:01:ac:08,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿-87
﻿00:25:a6:a5:85:5e,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-57
﻿00:17:b2:01:a8:ba,﻿T wifi zone_secure,﻿1002000214,﻿강변,﻿1002,﻿-70
﻿00:40:5a:c4:07:b2,﻿U+zone,﻿1002000214,﻿강변,﻿1002,﻿-71
﻿00:25:a6:a5:94:28,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-52
﻿00:17:b2:01:a8:b8,﻿T wifi zone,﻿1002000214,﻿강변,﻿1002,﻿-66
﻿00:40:5a:c4:07:b3,﻿FREE_U+zone,﻿1002000214,﻿강변,﻿1002,﻿-67
﻿00:25:a6:a3:80:ce,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-63
﻿00:25:a6:a5:85:13,﻿ollehWiFi,﻿1002000214,﻿강변,﻿1002,﻿-79
﻿02:17:b2:02:5f:d8,﻿T wifi zone,﻿1002000217,﻿신천,﻿1002,﻿-98
﻿00:25:a6:a5:17:e0,﻿ollehWiFi,﻿1002000217,﻿신천,﻿1002,﻿-75
﻿00:25:a6:a5:28:cf,﻿ollehWiFi,﻿1002000217,﻿신천,﻿1002,﻿-87
﻿22:e3:c7:05:18:e6,﻿T wifi zone_secure,﻿1005000515,﻿발산,﻿1005,﻿-44
﻿22:e3:c7:05:18:e7,﻿5G_T wifi zone_secure,﻿1005000515,﻿발산,﻿1005,﻿-45
﻿00:40:5a:bb:9a:12,﻿U+zone,﻿1005000515,﻿발산,﻿1005,﻿-47
﻿00:40:5a:a4:b5:73,﻿FREE_U+zone,﻿1005000515,﻿발산,﻿1005,﻿-86
﻿00:25:a6:a4:fb:08,﻿ollehWiFi,﻿1005000515,﻿발산,﻿1005,﻿-82
﻿10:e3:c7:05:18:e7,﻿5G_T wifi zone,﻿1005000515,﻿발산,﻿1005,﻿-46
﻿10:e3:c7:05:18:e6,﻿T wifi zone,﻿1005000515,﻿발산,﻿1005,﻿-41
﻿00:40:5a:bb:61:53,﻿FREE_U+zone,﻿1005000515,﻿발산,﻿1005,﻿-71
﻿22:e3:c7:05:3c:03,﻿5G_T wifi zone_secure,﻿1005000515,﻿발산,﻿1005,﻿-73
