﻿SSID_MAC주소,SSID등록통신사,지하철역ID,지하철역명,지하철호선ID,WIFI신호세기
﻿02:17:b2:02:94:16,﻿T wifi zone_secure,﻿1004000424,﻿명동,﻿1004,﻿-74
﻿00:40:5a:92:b5:7a,﻿U+zone,﻿1004000424,﻿명동,﻿1004,﻿-81
﻿06:17:b2:04:9e:16,﻿T wifi zone_secure,﻿1004000424,﻿명동,﻿1004,﻿-87
﻿06:17:b2:04:97:0e,﻿T wifi zone_secure,﻿1004000424,﻿명동,﻿1004,﻿-90
﻿02:07:89:0f:22:27,﻿ollehWiFi,﻿1004000424,﻿명동,﻿1004,﻿-75
﻿00:30:0d:74:cc:30,﻿T wifi zone,﻿1004000424,﻿명동,﻿1004,﻿-78
﻿00:40:5a:92:b5:7b,﻿FREE_U+zone,﻿1004000424,﻿명동,﻿1004,﻿-75
﻿02:07:89:10:45:73,﻿ollehWiFi,﻿1004000424,﻿명동,﻿1004,﻿-78
﻿04:17:b2:04:9e:14,﻿T wifi zone,﻿1004000424,﻿명동,﻿1004,﻿-85
﻿00:09:b4:61:4d:ee,﻿ollehWiFi,﻿1003000339,﻿고속터미널,﻿1003,﻿-66
﻿00:09:b4:61:54:ba,﻿ollehWiFi,﻿1003000339,﻿고속터미널,﻿1003,﻿-73
﻿00:09:b4:61:4e:3a,﻿ollehWiFi,﻿1003000339,﻿고속터미널,﻿1003,﻿-79
﻿00:40:5a:b8:09:fb,﻿FREE_U+zone,﻿1008000819,﻿장지,﻿1008,﻿-62
﻿00:40:5a:b8:08:0b,﻿FREE_U+zone,﻿1008000819,﻿장지,﻿1008,﻿-56
﻿00:07:89:14:6d:04,﻿ollehWiFi,﻿1008000819,﻿장지,﻿1008,﻿-61
﻿12:16:1f:03:83:ee,﻿T wifi zone_secure,﻿1008000819,﻿장지,﻿1008,﻿-71
﻿12:16:1f:03:83:ef,﻿T wifi zone_secure,﻿1008000819,﻿장지,﻿1008,﻿-78
﻿00:16:1f:03:83:ee,﻿T wifi zone_1,﻿1008000819,﻿장지,﻿1008,﻿-68
﻿12:16:1f:03:83:43,﻿T wifi zone_secure,﻿1008000819,﻿장지,﻿1008,﻿-68
﻿00:07:89:14:6d:15,﻿ollehWiFi,﻿1008000819,﻿장지,﻿1008,﻿-77
﻿00:40:5a:bb:3f:fa,﻿U+zone,﻿1008000819,﻿장지,﻿1008,﻿-65
﻿00:07:89:14:6d:01,﻿ollehWiFi,﻿1008000819,﻿장지,﻿1008,﻿-82
﻿00:40:5a:bb:36:d3,﻿FREE_U+zone,﻿1008000819,﻿장지,﻿1008,﻿-86
﻿02:07:89:14:6d:15,﻿ollehWiFi,﻿1008000819,﻿장지,﻿1008,﻿-77
﻿00:40:5a:bb:3f:fb,﻿FREE_U+zone,﻿1008000819,﻿장지,﻿1008,﻿-62
﻿02:07:89:14:6d:01,﻿ollehWiFi,﻿1008000819,﻿장지,﻿1008,﻿-82
﻿00:16:1f:03:83:ef,﻿T wifi zone,﻿1008000819,﻿장지,﻿1008,﻿-77
﻿02:07:89:0f:d6:b5,﻿ollehWiFi,﻿1003000349,﻿수서,﻿1003,﻿-77
﻿0a:30:0d:80:23:71,﻿T wifi zone_secure,﻿1003000349,﻿수서,﻿1003,﻿-78
﻿0a:30:0d:80:50:d1,﻿T wifi zone_secure,﻿1003000349,﻿수서,﻿1003,﻿-87
﻿00:30:0d:80:50:d0,﻿T wifi zone,﻿1003000349,﻿수서,﻿1003,﻿-86
﻿00:40:5a:bb:97:12,﻿U+zone,﻿1003000349,﻿수서,﻿1003,﻿-80
﻿00:07:89:0f:d6:b5,﻿ollehWiFi,﻿1003000349,﻿수서,﻿1003,﻿-69
﻿00:40:5a:bb:97:13,﻿FREE_U+zone,﻿1003000349,﻿수서,﻿1003,﻿-80
﻿02:07:89:0f:d6:99,﻿ollehWiFi,﻿1003000349,﻿수서,﻿1003,﻿-86
﻿00:07:89:0f:d6:99,﻿ollehWiFi,﻿1003000349,﻿수서,﻿1003,﻿-86
﻿0a:30:0d:7f:a9:11,﻿T wifi zone_secure,﻿1003000349,﻿수서,﻿1003,﻿-87
﻿00:30:0d:7f:a9:10,﻿T wifi zone,﻿1003000349,﻿수서,﻿1003,﻿-88
﻿00:30:0d:7f:a9:00,﻿T wifi zone_1,﻿1003000349,﻿수서,﻿1003,﻿-89
﻿06:17:b2:04:44:1a,﻿T wifi zone_secure,﻿1003000348,﻿일원,﻿1003,﻿-92
﻿00:07:89:14:6f:d1,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-73
﻿12:16:1f:03:86:cb,﻿T wifi zone_secure,﻿1003000348,﻿일원,﻿1003,﻿-68
﻿12:16:1f:03:86:ca,﻿T wifi zone_secure,﻿1003000348,﻿일원,﻿1003,﻿-65
﻿00:07:89:14:6f:a9,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-50
﻿12:16:1f:03:51:03,﻿T wifi zone_secure,﻿1003000348,﻿일원,﻿1003,﻿-57
﻿02:07:89:14:6f:d1,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-73
﻿00:16:1f:03:86:ca,﻿T wifi zone,﻿1003000348,﻿일원,﻿1003,﻿-62
﻿02:07:89:14:6f:a9,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-51
﻿00:16:1f:03:51:03,﻿T wifi zone,﻿1003000348,﻿일원,﻿1003,﻿-57
﻿12:16:1f:03:51:02,﻿T wifi zone_secure,﻿1003000348,﻿일원,﻿1003,﻿-47
﻿02:07:89:14:6f:d5,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-71
﻿00:40:5a:bb:95:32,﻿U+zone,﻿1003000348,﻿일원,﻿1003,﻿-74
﻿00:16:1f:03:51:02,﻿T wifi zone,﻿1003000348,﻿일원,﻿1003,﻿-47
﻿00:40:5a:bb:9e:42,﻿U+zone,﻿1003000348,﻿일원,﻿1003,﻿-36
﻿12:16:1f:03:7e:ca,﻿T wifi zone_secure,﻿1003000348,﻿일원,﻿1003,﻿-74
﻿00:40:5a:bb:95:33,﻿FREE_U+zone,﻿1003000348,﻿일원,﻿1003,﻿-77
﻿02:07:89:14:6f:d4,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-71
﻿00:16:1f:03:86:cb,﻿T wifi zone,﻿1003000348,﻿일원,﻿1003,﻿-69
﻿00:07:89:14:6f:d4,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-71
﻿00:07:89:14:6f:ed,﻿ollehWiFi,﻿1003000348,﻿일원,﻿1003,﻿-70
﻿00:07:89:14:62:21,﻿ollehWiFi,﻿1075075219,﻿개포동,﻿1075,﻿-74
﻿00:40:5a:bf:8b:42,﻿U+zone,﻿1075075219,﻿개포동,﻿1075,﻿-68
﻿12:16:1f:03:7e:a6,﻿T wifi zone_secure,﻿1075075219,﻿개포동,﻿1075,﻿-47
﻿12:16:1f:03:6c:1a,﻿T wifi zone_secure,﻿1075075219,﻿개포동,﻿1075,﻿-74
﻿00:07:89:14:61:f5,﻿ollehWiFi,﻿1075075219,﻿개포동,﻿1075,﻿-43
﻿12:16:1f:03:6c:1b,﻿T wifi zone_secure,﻿1075075219,﻿개포동,﻿1075,﻿-79
﻿00:40:5a:bc:4f:fa,﻿U+zone,﻿1075075219,﻿개포동,﻿1075,﻿-71
﻿02:07:89:14:62:21,﻿ollehWiFi,﻿1075075219,﻿개포동,﻿1075,﻿-74
﻿00:16:1f:03:80:0f,﻿T wifi zone,﻿1075075219,﻿개포동,﻿1075,﻿-80
﻿00:16:1f:03:7e:a7,﻿T wifi zone,﻿1075075219,﻿개포동,﻿1075,﻿-52
﻿02:07:89:14:61:f5,﻿ollehWiFi,﻿1075075219,﻿개포동,﻿1075,﻿-42
﻿00:40:5a:bc:4f:fb,﻿FREE_U+zone,﻿1075075219,﻿개포동,﻿1075,﻿-77
﻿00:07:89:14:62:1d,﻿ollehWiFi,﻿1075075219,﻿개포동,﻿1075,﻿-61
﻿00:40:5a:bf:9c:02,﻿U+zone,﻿1075075220,﻿대모산입구,﻿1075,﻿-71
﻿00:40:5a:bf:9c:03,﻿FREE_U+zone,﻿1075075220,﻿대모산입구,﻿1075,﻿-77
﻿00:07:89:14:62:0d,﻿ollehWiFi,﻿1075075220,﻿대모산입구,﻿1075,﻿-61
﻿00:07:89:14:61:71,﻿ollehWiFi,﻿1075075220,﻿대모산입구,﻿1075,﻿-73
﻿02:07:89:14:61:71,﻿ollehWiFi,﻿1075075220,﻿대모산입구,﻿1075,﻿-73
﻿00:07:89:14:61:49,﻿ollehWiFi,﻿1075075220,﻿대모산입구,﻿1075,﻿-65
﻿02:07:89:14:61:49,﻿ollehWiFi,﻿1075075220,﻿대모산입구,﻿1075,﻿-65
﻿12:16:1f:03:84:33,﻿T wifi zone_secure,﻿1075075220,﻿대모산입구,﻿1075,﻿-71
﻿00:40:5a:b7:74:33,﻿FREE_U+zone,﻿1009000908,﻿등촌,﻿1009,﻿-68
﻿00:40:5a:b7:d6:33,﻿FREE_U+zone,﻿1009000908,﻿등촌,﻿1009,﻿-62
﻿00:16:1f:03:81:cb,﻿T wifi zone,﻿1009000908,﻿등촌,﻿1009,﻿-74
﻿00:16:1f:03:82:c3,﻿T wifi zone,﻿1009000908,﻿등촌,﻿1009,﻿-67
﻿00:40:5a:b7:dc:d2,﻿U+zone,﻿1009000908,﻿등촌,﻿1009,﻿-83
﻿00:25:a6:a4:c7:4a,﻿ollehWiFi,﻿1009000908,﻿등촌,﻿1009,﻿-81
﻿02:17:b2:02:50:e6,﻿T wifi zone_secure,﻿1009000908,﻿등촌,﻿1009,﻿-89
﻿00:16:1f:03:81:ca,﻿T wifi zone_1,﻿1009000908,﻿등촌,﻿1009,﻿-74
﻿00:40:5a:b7:dc:d3,﻿FREE_U+zone,﻿1009000908,﻿등촌,﻿1009,﻿-80
﻿00:40:5a:b7:db:c3,﻿FREE_U+zone,﻿1009000908,﻿등촌,﻿1009,﻿-86
﻿00:40:5a:b7:db:c2,﻿U+zone,﻿1009000908,﻿등촌,﻿1009,﻿-62
﻿00:25:a6:a4:ca:a2,﻿ollehWiFi,﻿1009000908,﻿등촌,﻿1009,﻿-85
﻿00:25:a6:a4:c7:4b,﻿ollehWiFi,﻿1009000908,﻿등촌,﻿1009,﻿-68
﻿00:40:5a:b7:db:e2,﻿U+zone,﻿1009000910,﻿염창,﻿1009,﻿-74
﻿12:16:1f:03:2a:4b,﻿T wifi zone_secure,﻿1009000910,﻿염창,﻿1009,﻿-46
﻿00:30:0d:84:79:b0,﻿T wifi zone,﻿1001000127,﻿동묘앞,﻿1001,﻿-69
﻿00:40:5a:af:22:23,﻿FREE_U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-83
﻿00:40:5a:af:3b:7a,﻿U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-59
﻿12:16:1f:03:6e:56,﻿T wifi zone_secure,﻿1009000921,﻿구반포,﻿1009,﻿-74
﻿00:25:a6:a4:ca:bf,﻿ollehWiFi,﻿1009000921,﻿구반포,﻿1009,﻿-78
﻿00:25:a6:a4:e9:be,﻿ollehWiFi,﻿1009000921,﻿구반포,﻿1009,﻿-80
﻿00:40:5a:af:23:c2,﻿U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-89
﻿00:40:5a:af:3b:7b,﻿FREE_U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-65
﻿00:25:a6:a4:f4:69,﻿ollehWiFi,﻿1009000921,﻿구반포,﻿1009,﻿-68
﻿00:40:5a:af:1f:43,﻿FREE_U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-77
﻿00:25:a6:a4:e9:bf,﻿ollehWiFi,﻿1009000921,﻿구반포,﻿1009,﻿-80
﻿00:25:a6:a4:ca:c0,﻿ollehWiFi,﻿1009000921,﻿구반포,﻿1009,﻿-64
﻿00:25:a6:a4:f4:68,﻿ollehWiFi,﻿1009000921,﻿구반포,﻿1009,﻿-63
﻿12:16:1f:03:7a:c7,﻿T wifi zone_secure,﻿1009000921,﻿구반포,﻿1009,﻿-86
﻿00:40:5a:af:33:8a,﻿U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-89
﻿00:16:1f:03:7a:c7,﻿T wifi zone,﻿1009000921,﻿구반포,﻿1009,﻿-85
﻿00:16:1f:03:7a:c6,﻿T wifi zone_1,﻿1009000921,﻿구반포,﻿1009,﻿-83
﻿00:40:5a:af:33:8b,﻿FREE_U+zone,﻿1009000921,﻿구반포,﻿1009,﻿-89
﻿12:16:1f:03:7a:c6,﻿T wifi zone_secure,﻿1009000921,﻿구반포,﻿1009,﻿-86
﻿06:17:b2:04:55:ea,﻿T wifi zone_secure,﻿1009000921,﻿구반포,﻿1009,﻿-82
﻿00:40:5a:b7:da:8b,﻿FREE_U+zone,﻿1009000906,﻿양천향교,﻿1009,﻿-68
﻿02:17:b2:02:55:8c,﻿T wifi zone X,﻿1009000906,﻿양천향교,﻿1009,﻿-89
﻿00:25:a6:a4:e7:c5,﻿ollehWiFi,﻿1009000906,﻿양천향교,﻿1009,﻿-62
﻿12:16:1f:03:83:12,﻿T wifi zone_secure,﻿1009000906,﻿양천향교,﻿1009,﻿-68
﻿12:16:1f:03:3d:ae,﻿T wifi zone_secure,﻿1009000906,﻿양천향교,﻿1009,﻿-74
﻿02:17:b2:02:50:f2,﻿T wifi zone_secure,﻿1009000906,﻿양천향교,﻿1009,﻿-68
﻿00:25:a6:a4:dd:89,﻿ollehWiFi,﻿1009000906,﻿양천향교,﻿1009,﻿-85
﻿00:16:1f:03:65:ef,﻿T wifi zone,﻿1008000810,﻿암사,﻿1008,﻿-71
﻿00:40:5a:b8:04:ca,﻿U+zone,﻿1008000810,﻿암사,﻿1008,﻿-75
﻿00:40:5a:b8:14:bb,﻿FREE_U+zone,﻿1008000810,﻿암사,﻿1008,﻿-69
﻿12:16:1f:03:70:f6,﻿T wifi zone_secure,﻿1008000810,﻿암사,﻿1008,﻿-90
﻿00:40:5a:cd:6f:91,﻿FREE_U+zone,﻿1008000810,﻿암사,﻿1008,﻿-80
﻿00:16:1f:03:70:f6,﻿T wifi zone_1,﻿1008000810,﻿암사,﻿1008,﻿-83
﻿06:40:5a:cd:6f:92,﻿FREE_U+zone,﻿1008000810,﻿암사,﻿1008,﻿-88
﻿00:40:5a:cd:6f:92,﻿FREE_U+zone,﻿1008000810,﻿암사,﻿1008,﻿-90
﻿00:07:89:0f:d8:f1,﻿ollehWiFi,﻿1008000811,﻿천호,﻿1008,﻿-69
﻿00:40:5a:bb:28:c2,﻿U+zone,﻿1008000811,﻿천호,﻿1008,﻿-62
﻿00:40:5a:bb:28:c3,﻿FREE_U+zone,﻿1008000811,﻿천호,﻿1008,﻿-62
﻿02:07:89:0f:d8:f1,﻿ollehWiFi,﻿1008000811,﻿천호,﻿1008,﻿-69
﻿02:07:89:0f:d9:09,﻿ollehWiFi,﻿1008000811,﻿천호,﻿1008,﻿-51
﻿00:07:89:0f:d9:09,﻿ollehWiFi,﻿1008000811,﻿천호,﻿1008,﻿-49
﻿00:07:89:0f:d9:0d,﻿ollehWiFi,﻿1008000811,﻿천호,﻿1008,﻿-71
﻿00:16:1f:03:5f:6b,﻿T wifi zone,﻿1007000716,﻿공릉,﻿1007,﻿-82
﻿00:40:5a:bc:2b:3b,﻿FREE_U+zone,﻿1007000716,﻿공릉,﻿1007,﻿-79
﻿12:16:1f:03:50:53,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-77
﻿00:16:1f:03:2b:b6,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-62
﻿02:07:89:14:6f:c1,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-66
﻿00:16:1f:03:50:53,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-77
﻿12:16:1f:03:6b:e3,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-76
﻿12:16:1f:03:50:52,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-77
﻿12:16:1f:03:80:cf,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-80
﻿12:16:1f:03:5a:47,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-75
﻿00:16:1f:03:5a:47,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-75
﻿00:16:1f:03:50:52,﻿T wifi zone_1,﻿1003000351,﻿경찰병원,﻿1003,﻿-77
﻿00:40:5a:bb:c3:c2,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-56
﻿00:40:5a:bb:8e:42,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-59
﻿00:40:5a:bb:8d:82,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-53
﻿12:16:1f:03:5a:46,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-68
﻿00:40:5a:bb:8e:43,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-56
﻿00:40:5a:bb:8d:83,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-56
﻿00:16:1f:03:80:ce,﻿T wifi zone_1,﻿1003000351,﻿경찰병원,﻿1003,﻿-71
﻿00:40:5a:bb:c3:c3,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-68
﻿00:16:1f:03:72:e2,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-50
﻿00:07:89:14:6f:40,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-55
﻿00:16:1f:03:80:cf,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-79
﻿12:16:1f:03:72:e2,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-53
﻿00:16:1f:03:6b:e3,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-76
﻿12:16:1f:03:4b:a2,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-89
﻿02:07:89:14:6f:c0,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-67
﻿02:07:89:14:6e:b0,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-83
﻿00:07:89:14:6f:c0,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-68
﻿00:07:89:14:6e:b4,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-72
﻿02:07:89:14:6f:e4,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-90
﻿00:07:89:14:6e:70,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-82
﻿12:16:1f:03:6d:3e,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-83
﻿00:07:89:14:6e:81,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-89
﻿00:40:5a:bb:af:32,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-86
﻿02:07:89:14:6f:40,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-54
﻿00:40:5a:b8:30:43,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-80
﻿00:40:5a:bb:ac:a3,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-83
﻿00:16:1f:03:6d:3f,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-88
﻿00:16:1f:03:4b:a3,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-89
﻿00:40:5a:bb:af:33,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-89
﻿02:07:89:14:6e:81,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-81
﻿00:40:5a:bb:4b:a3,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-68
﻿00:40:5a:bb:9c:fa,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-54
﻿00:07:89:14:6f:e5,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-62
﻿12:16:1f:03:4b:a3,﻿T wifi zone_secure,﻿1003000351,﻿경찰병원,﻿1003,﻿-67
﻿00:40:5a:bb:ac:a2,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-66
﻿02:07:89:14:6e:70,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-45
﻿00:40:5a:bb:9c:fb,﻿FREE_U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-57
﻿02:07:89:14:6f:e5,﻿ollehWiFi,﻿1003000351,﻿경찰병원,﻿1003,﻿-62
﻿00:16:1f:03:4b:a2,﻿T wifi zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-65
﻿00:40:5a:bb:8e:4a,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-68
﻿00:40:5a:bb:4b:a2,﻿U+zone,﻿1003000351,﻿경찰병원,﻿1003,﻿-74
﻿00:07:89:0f:d4:8d,﻿ollehWiFi,﻿1075075215,﻿선릉,﻿1075,﻿-75
﻿0a:30:0d:71:d5:b1,﻿T wifi zone_secure,﻿1075075215,﻿선릉,﻿1075,﻿-74
﻿00:30:0d:71:d5:b0,﻿T wifi zone,﻿1075075215,﻿선릉,﻿1075,﻿-74
﻿00:40:5a:bc:48:63,﻿FREE_U+zone,﻿1075075215,﻿선릉,﻿1075,﻿-71
﻿0a:30:0d:74:c7:d1,﻿T wifi zone_secure,﻿1075075215,﻿선릉,﻿1075,﻿-60
﻿00:40:5a:bc:48:62,﻿U+zone,﻿1075075215,﻿선릉,﻿1075,﻿-65
﻿00:30:0d:74:c7:d0,﻿T wifi zone,﻿1075075215,﻿선릉,﻿1075,﻿-59
﻿0a:30:0d:81:03:b1,﻿T wifi zone_secure,﻿1075075215,﻿선릉,﻿1075,﻿-88
﻿00:30:0d:81:03:b0,﻿T wifi zone,﻿1075075215,﻿선릉,﻿1075,﻿-89
﻿00:40:5a:bf:9b:2a,﻿U+zone,﻿1075075215,﻿선릉,﻿1075,﻿-86
﻿00:07:89:0f:d4:99,﻿ollehWiFi,﻿1075075215,﻿선릉,﻿1075,﻿-58
﻿00:40:5a:bf:9b:2b,﻿FREE_U+zone,﻿1075075215,﻿선릉,﻿1075,﻿-50
﻿00:16:1f:03:5d:8a,﻿T wifi zone_1,﻿1077000688,﻿양재,﻿1077,﻿-62
﻿00:09:b4:61:00:6f,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-86
﻿00:16:1f:03:74:83,﻿T wifi zone,﻿1077000688,﻿양재,﻿1077,﻿-71
﻿12:16:1f:03:74:9f,﻿T wifi zone_secure,﻿1077000688,﻿양재,﻿1077,﻿-83
﻿00:16:1f:03:74:82,﻿T wifi zone_1,﻿1077000688,﻿양재,﻿1077,﻿-74
﻿00:09:b4:61:00:a3,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-74
﻿00:09:b4:61:00:06,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-80
﻿12:16:1f:03:5f:da,﻿T wifi zone_secure,﻿1077000688,﻿양재,﻿1077,﻿-83
﻿00:09:b4:61:00:6e,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-86
﻿00:16:1f:03:74:f3,﻿T wifi zone,﻿1077000688,﻿양재,﻿1077,﻿-48
﻿00:16:1f:03:5d:8b,﻿T wifi zone,﻿1077000688,﻿양재,﻿1077,﻿-69
﻿02:09:b4:61:00:8b,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-75
﻿02:09:b4:61:00:06,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-81
﻿06:17:b2:04:6a:4a,﻿T wifi zone_secure,﻿1077000688,﻿양재,﻿1077,﻿-88
﻿00:09:b4:61:00:8b,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-55
﻿12:16:1f:03:5d:8b,﻿T wifi zone_secure,﻿1077000688,﻿양재,﻿1077,﻿-51
﻿00:16:1f:03:5f:db,﻿T wifi zone,﻿1077000688,﻿양재,﻿1077,﻿-87
﻿02:09:b4:61:00:6e,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-88
﻿00:16:1f:03:74:6e,﻿T wifi zone_1,﻿1077000688,﻿양재,﻿1077,﻿-83
﻿12:16:1f:03:71:db,﻿T wifi zone_secure,﻿1077000688,﻿양재,﻿1077,﻿-75
﻿00:09:b4:61:00:4e,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-88
﻿00:09:b4:61:00:72,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-90
﻿12:16:1f:03:5f:db,﻿T wifi zone_secure,﻿1077000688,﻿양재,﻿1077,﻿-85
﻿02:09:b4:61:00:6f,﻿ollehWiFi,﻿1077000688,﻿양재,﻿1077,﻿-83
﻿00:16:1f:03:7b:42,﻿T wifi zone,﻿1003000338,﻿잠원,﻿1003,﻿-68
﻿00:40:5a:af:37:9a,﻿U+zone,﻿1009000924,﻿사평,﻿1009,﻿-80
﻿00:40:5a:af:3b:a2,﻿U+zone,﻿1009000924,﻿사평,﻿1009,﻿-77
﻿00:25:a6:a5:15:b5,﻿ollehWiFi,﻿1009000924,﻿사평,﻿1009,﻿-87
﻿00:25:a6:a5:15:b6,﻿ollehWiFi,﻿1009000924,﻿사평,﻿1009,﻿-89
﻿12:16:1f:03:6e:1a,﻿T wifi zone_secure,﻿1009000924,﻿사평,﻿1009,﻿-71
﻿00:25:a6:a4:fb:8a,﻿ollehWiFi,﻿1009000924,﻿사평,﻿1009,﻿-71
﻿00:30:0d:58:fe:80,﻿ollehWiFi,﻿1009000924,﻿사평,﻿1009,﻿-80
﻿00:25:a6:a5:26:9f,﻿ollehWiFi,﻿1009000924,﻿사평,﻿1009,﻿-73
﻿02:30:0d:58:fe:80,﻿ollehWiFi,﻿1009000924,﻿사평,﻿1009,﻿-80
﻿12:16:1f:03:7d:3b,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-82
﻿12:16:1f:03:7d:3a,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-71
﻿00:16:1f:03:86:ae,﻿T wifi zone_1,﻿1009000925,﻿신논현,﻿1009,﻿-68
﻿00:16:1f:03:7d:3b,﻿T wifi zone,﻿1009000925,﻿신논현,﻿1009,﻿-83
﻿00:16:1f:03:7d:3a,﻿T wifi zone_1,﻿1009000925,﻿신논현,﻿1009,﻿-71
﻿00:16:1f:03:52:2a,﻿T wifi zone_1,﻿1009000925,﻿신논현,﻿1009,﻿-77
﻿12:16:1f:03:7d:b2,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-74
﻿12:16:1f:03:7d:b3,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-81
﻿00:09:b4:61:0a:6f,﻿ollehWiFi,﻿1009000925,﻿신논현,﻿1009,﻿-84
﻿00:09:b4:61:09:cf,﻿ollehWiFi,﻿1009000925,﻿신논현,﻿1009,﻿-63
﻿12:16:1f:03:52:2b,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-77
﻿12:16:1f:03:40:0f,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-52
﻿12:16:1f:03:40:0e,﻿T wifi zone_secure,﻿1009000925,﻿신논현,﻿1009,﻿-41
